# NX=64, NY=64, MAX_ITER=100000 
Tempo di esecuzione= 0.485 
# NX=128, NY=128, MAX_ITER=100000 
Tempo di esecuzione= 0.780 
# NX=256, NY=256, MAX_ITER=100000 
Tempo di esecuzione= 1.835 
# NX=512, NY=512, MAX_ITER=100000 
Tempo di esecuzione= 5.970 
# NX=1024, NY=1024, MAX_ITER=100000 
Tempo di esecuzione= 23.905 
# NX=2048, NY=2048, MAX_ITER=100000 
Tempo di esecuzione= 93.177 
