# NX=64, NY=64, MAX_ITER=100000 
Tempo di esecuzione= 0.447 
# NX=128, NY=128, MAX_ITER=100000 
Tempo di esecuzione= 0.488 
# NX=256, NY=256, MAX_ITER=100000 
Tempo di esecuzione= 0.792 
# NX=512, NY=512, MAX_ITER=100000 
Tempo di esecuzione= 1.872 
# NX=1024, NY=1024, MAX_ITER=100000 
Tempo di esecuzione= 6.715 
# NX=2048, NY=2048, MAX_ITER=100000 
Tempo di esecuzione= 24.311 
