1 50000000 3.1415926536 2.3137047833e-13 0.14633  1 wn22 
1 100000000 3.1415926536 1.1679546219e-13 0.30652  2 wn22 
1 200000000 3.1415926536 1.0702549957e-13 0.46219  4 wn22 
1 400000000 3.1415926536 9.1482377229e-14 0.76994  8 wn22 
