2 500000000 3.1415926536 4.6895820560e-13 1.30524  1 wn21 
2 500000000 3.1415926536 3.3750779949e-14 0.66916  2 wn21 
2 500000000 3.1415926536 5.7731597281e-14 0.34357  4 wn21 
2 500000000 3.1415926536 1.2301271113e-13 0.17728  8 wn21 
