2 500000000 3.1415926536 4.6895820560e-13 5.56941  1 wn21 
2 500000000 3.1415926536 3.3750779949e-14 2.83484  2 wn21 
2 500000000 3.1415926536 5.7287508071e-14 1.43944  4 wn21 
2 500000000 3.1415926536 1.2301271113e-13 0.72477  8 wn21 
