2 500000000 3.1415926536 4.6895820560e-13 1.31104  1 wn21 
2 500000000 3.1415926536 3.3750779949e-14 0.67254  2 wn21 
2 500000000 3.1415926536 5.7287508071e-14 0.34389  4 wn21 
2 500000000 3.1415926536 1.2256862192e-13 0.17908  8 wn21 
