2 500000000 3.1415926536 4.6895820560e-13 1.30595  1 wn21 
2 500000000 3.1415926536 3.3750779949e-14 0.66840  2 wn21 
2 500000000 3.1415926536 5.7287508071e-14 0.34373  4 wn21 
2 500000000 3.1415926536 1.2212453271e-13 0.17766  8 wn21 
